nome_unid_espacial,cod_unid_espacial,uf,IDEB.tot.8.ens.fun Ano 2005,IDEB.tot.8.ens.fun Ano 2007,IDEB.tot.8.ens.fun Ano 2009
Alagoas,27,2.000000,2.700000,2.900000
